,gt_load_actual,gt_load_forecast,gt_opt_net_load,gt_opr_net_load,gt_bss_en,gt_bss_p_ch,forecast_load_actual,forecast_load_forecast,forecast_opt_net_load,forecast_opr_net_load,forecast_bss_en,forecast_bss_p_ch
2012-07-04 00:00:00,0.42727557084767004,0.42727557084767004,0.5115352398902998,0.515969959313596,0.12424592215161753,0.08869438846592603,0.42727557084767004,0.42771197295726715,0.5012214655802661,0.5046539841350375,0.3984249884911476,0.0773784132873674
2012-07-04 01:00:00,0.19080387863622172,0.19080387863622172,0.41975442866050783,0.4318044576091544,0.36524650112455026,0.24100057897293273,0.19080387863622172,0.3065228203950413,0.3664828683619551,0.2539197186013941,0.46154082845632,0.06311583996517241
2012-07-04 02:00:00,0.09665311229277446,0.09665311229277446,0.20347414129587577,0.20909630071709162,0.4776896895488674,0.11244318842431718,0.09665311229277446,0.110843482092853,0.1363159055844942,0.12346618965239675,0.4883539058159423,0.0268130773596223
2012-07-04 03:00:00,0.09915545824210165,0.09915545824210165,0.12639640564719845,0.12783013972115093,0.5063643710279166,0.028674681479049273,0.09915545824210165,0.06570398055508496,0.07615928698861142,0.11016104396160319,0.49935949153544384,0.011005585719501536
2012-07-04 04:00:00,0.10197059743509589,0.10197059743509589,0.1271810657294665,0.12850793248180178,0.5329017060746225,0.026537335046705905,0.10197059743509589,0.12846619103418397,0.13588106980604217,0.10977573298442032,0.5071646270847683,0.007805135549324434
2012-07-04 05:00:00,0.13637785423834864,0.13637785423834864,0.17655912378548377,0.1786739274458593,0.5751977792821332,0.042296073207510665,0.13637785423834864,0.10353263560436289,0.11507879982825564,0.1485317113161305,0.5193184841625501,0.01215385707778185
2012-07-04 06:00:00,0.20050046918986522,0.20050046918986522,0.2615328359886181,0.2647450658201314,0.6394423759123994,0.06424459663026619,0.20050046918986522,0.20331367922010002,0.2256662090770596,0.22402944798666477,0.5428474629593496,0.023528978796799545
2012-07-04 07:00:00,0.2883953706599934,0.2883953706599934,0.3620124349436291,0.3658870172743468,0.7169340225267528,0.0774916466143534,0.2883953706599934,0.25267835999039434,0.30221027490792773,0.34053422846792325,0.5949863207672795,0.05213885780792989
2012-07-04 08:00:00,0.26274632467938686,0.26274632467938686,0.4299467254395144,0.43874674653215273,0.8929344443795186,0.17600042185276588,0.26274632467938686,0.352253195107676,0.44956893400279363,0.36518394456898434,0.697423940656877,0.10243761988959749
2012-07-04 09:00:00,0.4178917735376919,0.4178917735376919,0.496762471230658,0.5009135605829194,0.9759562314247461,0.08302178704522746,0.4178917735376919,0.33501226877402607,0.4052210879473367,0.49179579372012416,0.7713279608393092,0.07390402018243224
2012-07-04 10:00:00,0.5195495777291217,0.5195495777291217,0.5234835802183259,0.5236906329809156,0.98009728667654,0.004141055251793846,0.5195495777291217,0.5268748804040219,0.6254422174749483,0.6233046693827284,0.8750830524929161,0.1037550916536068
2012-07-04 11:00:00,0.5308101345010948,0.5308101345010948,0.5283674143493253,0.5282388501308111,0.9775260023062562,-0.002571284370283704,0.5308101345010948,0.5649517239029193,0.6354823748790147,0.6050529250022479,0.9493258429940692,0.07424279050115312
2012-07-04 12:00:00,0.509540193931811,0.509540193931811,0.5308904917010002,0.5320141915835891,0.9999999999580342,0.02247399765177805,0.509540193931811,0.5667183330858133,0.6093424908997804,0.5544077284728292,0.9941933775350873,0.044867534541018064
2012-07-04 13:00:00,0.5564591804817016,0.5564591804817016,0.5383504066430356,0.5373973132831058,0.9809381327594384,-0.019061867198595806,0.5564591804817016,0.6133555384217063,0.6188718296502489,0.5622658028275359,0.9999999998809216,0.005806622345834343
2012-07-04 14:00:00,0.7216140131373163,0.7216140131373163,0.5383504066419429,0.5287049536685021,0.7880290732906242,-0.1929090594688142,0.7216140131373163,0.69112298319002,0.5928674355936271,0.618187120930587,0.8965731076741923,-0.10342689220672933
