,gt_load_actual,gt_load_forecast,gt_opt_net_load,gt_opr_net_load,gt_bss_en,gt_bss_p_ch,forecast_load_actual,forecast_load_forecast,forecast_opt_net_load,forecast_opr_net_load,forecast_bss_en,forecast_bss_p_ch
2017-12-04 02:00:00,0.1676562729538046,0.1676562729538046,0.16389794753317025,0.16370014093208424,0.49604386797827965,-0.003956132021720373,0.1676562729538046,0.24236481338783722,0.23130599541054922,0.1560154119250804,0.4883591389712758,-0.011640861028724211
2017-12-04 03:00:00,0.14297177958179474,0.14297177958179474,0.15011913897659795,0.15049531578685077,0.5035674041833357,0.007523536205056022,0.14297177958179474,0.17036387795554706,0.18565738844837562,0.15907021167950902,0.50445757106899,0.016098432097714277
2017-12-04 04:00:00,0.1391595161308689,0.1391595161308689,0.1642703383141435,0.16559196053431585,0.5299998485867826,0.026432444403446935,0.1391595161308689,0.10297138750544098,0.15402786995170234,0.19290318186377559,0.5582012368018967,0.05374366573290669
2017-12-04 05:00:00,0.18446851073006404,0.18446851073006404,0.24301865700797715,0.2461002436541831,0.5916315815109017,0.06163173292411906,0.18446851073006404,0.22514493519762174,0.24295111011204407,0.20321185274524542,0.5769445788170781,0.018743342015181387
2017-12-04 06:00:00,0.31068138228155306,0.31068138228155306,0.3963057477984373,0.40081229335195756,0.6817624925813062,0.09013091107040448,0.31068138228155306,0.20617903253068756,0.3617732015417151,0.47446471808263474,0.7407279146181598,0.16378333580108168
2017-12-04 07:00:00,0.41118719441047885,0.41118719441047885,0.5325998708010372,0.5389900116636982,0.8095653098345255,0.12780281725321935,0.41118719441047885,0.45067073318838763,0.4911929729865688,0.4538421836717222,0.7833829038794031,0.04265498926124334
2017-12-04 08:00:00,0.4975582544367851,0.4975582544367851,0.6248617228233352,0.6315619053699957,0.9435689607677361,0.13400365093321065,0.4975582544367851,0.38002303221108497,0.5264961457382556,0.6517404792022279,0.9375651286448459,0.1541822247654428
2017-12-04 09:00:00,0.6425707455505577,0.6425707455505577,0.6885909928088426,0.6910131110855945,0.9920113263027729,0.04844236553503678,0.6425707455505577,0.6265431262272722,0.5863010522814627,0.6002106677128636,0.8952050508071517,-0.04236007783769416
2017-12-04 10:00:00,0.7060854474086317,0.7060854474086317,0.7136746873945833,0.7140741210780545,0.9999999999721957,0.007988673669422769,0.7060854474086317,0.7031647795476256,0.6148491900713545,0.6131216690125569,0.802241272411077,-0.09296377839607475
2017-12-04 11:00:00,0.7695183864201278,0.7695183864201278,0.7205968678782942,0.7180220511129345,0.9485036646650024,-0.05149633530719329,0.7695183864201278,0.717359435881778,0.6300362038504075,0.6775991948081588,0.710322080799108,-0.09191919161196899
2017-12-04 12:00:00,0.7616395883820652,0.7616395883820652,0.7205968678212878,0.7184367246338785,0.9053008009168156,-0.043202863748186715,0.7616395883820652,0.7200054847910906,0.6127260759018824,0.6487138948144776,0.5973963872315203,-0.11292569356758761
2017-12-04 13:00:00,0.8362939122538986,0.8362939122538986,0.7205968676943527,0.7145075495596398,0.7835144382225567,-0.12178636269425885,0.8362939122538986,0.7654513633103182,0.6133047659510449,0.6761395992441372,0.437242074221759,-0.16015431300976138
2017-12-04 14:00:00,0.923902660906774,0.923902660906774,0.7312035459825001,0.7210614873022753,0.580673264618058,-0.20284117360449871,0.923902660906774,0.8076427807472697,0.6377380853766358,0.745055613148212,0.258395026463197,-0.17884704775856197
2017-12-04 15:00:00,0.8980724267460459,0.8980724267460459,0.7510025738742713,0.7432620553020726,0.4258628931740847,-0.1548103714439733,0.8980724267460459,0.7481936161045034,0.6650809707209345,0.8105854316054472,0.1709080313225982,-0.08748699514059881
2017-12-04 16:00:00,0.8560591963009239,0.8560591963009239,0.7605250581217671,0.755496945586022,0.3253006424591828,-0.10056225071490191,0.8560591963009239,0.6992054361484077,0.6886179459325787,0.844914469757946,0.1597633047796203,-0.011144726542977872
2017-12-04 17:00:00,0.8435682593517522,0.8435682593517522,0.7665426696309658,0.7624886912246086,0.24422107433203927,-0.08107956812714352,0.8435682593517522,0.7138441282749027,0.6083291676399085,0.7324998797359688,0.04869492516383686,-0.11106837961578345
2017-12-04 18:00:00,0.812048045432982,0.812048045432982,0.7618502390890288,0.7592082492814524,0.1913812781805096,-0.05283979615152966,0.812048045432982,0.664912100928718,0.652460384314023,0.7989409753122504,0.0355878550431052,-0.013107070120731656
2017-12-04 19:00:00,0.7067782743668373,0.7067782743668373,0.7628066130848353,0.7657554730173616,0.25035847683103385,0.05897719865052428,0.7067782743668373,0.5846114459019147,0.5766816356543564,0.698431105685197,0.027240686361464837,-0.008347168681640363
2017-12-04 20:00:00,0.7480879270296317,0.7480879270296317,0.7598472662670639,0.7604661788585076,0.2627367286599099,0.01237825182887602,0.7480879270296317,0.6267643128706839,0.6008856608747709,0.7208472407181443,4.9977515181875987e-11,-0.027240686311487322
2017-12-04 21:00:00,0.7173168758020241,0.7173168758020241,0.7398643990198552,0.7410511107681621,0.2864709636260479,0.02373423496613804,0.7173168758020241,0.6540592572946092,0.6540592572536459,0.7173168757589048,6.858224081004626e-12,-4.311929110087136e-11
2017-12-04 22:00:00,0.5565350475805293,0.5565350475805293,0.6541253403681858,0.6592616715675361,0.3891975876130548,0.10272662398700688,0.5565350475805293,0.49693980970475243,0.603305986398657,0.6684994441004288,0.11196439652675771,0.11196439651989949
2017-12-04 23:00:00,0.48385795586800934,0.48385795586800934,0.5448456611428667,0.5480555403678592,0.45339517211290464,0.06419758449984986,0.48385795586800934,0.5153160291086116,0.6043505914339429,0.5775785477894106,0.20568498844815897,0.09372059192140127
