,net_load_XGBModel_4 Hours Ahead (kW),tier1_net_load_XGBModel_4 Hours Ahead (kW),tier2_net_load_XGBModel_4 Hours Ahead (kW),bss_p_ch_XGBModel_4 Hours Ahead (kW),bss_en_XGBModel_4 Hours Ahead (kW),opr_net_load_XGBModel_4 Hours Ahead (kW),opr_tier1_load_XGBModel_4 Hours Ahead (kW),opr_tier2_load_XGBModel_4 Hours Ahead (kW),Actual load (kW),energy_prices_dol_kwh
2019-08-05 09:00:00,2.6209738178586313,2.6209738178586313,0.0,0.5282391924827698,2.398651697597119,4.892026113482769,2.6209738178586313,2.271052295624138,4.363786921,0.07190959
2019-08-05 10:00:00,3.161213257706842,2.6209738178586313,0.5402394398482109,0.7566960007440446,3.1553476983411635,4.6723173337440445,2.6209738178586313,2.051343515885413,3.915621333,0.07501338
2019-08-05 11:00:00,3.519592524,2.6209738178586313,0.8986187061413689,0.3930847273684215,3.548432425709585,3.2011143943684215,2.6209738178586313,0.5801405765097902,2.808029667,0.07953442
2019-08-05 12:00:00,3.306050301,2.6209738178586313,0.6850764831413687,-0.25809388421052626,3.2903385414990587,4.0400352007894735,2.6209738178586313,1.4190613829308423,4.298129085,0.08657124
2019-08-05 13:00:00,3.326460123,2.6209738178586313,0.7054863051413687,-0.8806738105263157,2.409664730972743,4.493341361473684,2.6209738178586313,1.8723675436150526,5.374015172,0.09387086
2019-08-05 14:00:00,3.178314209,2.6209738178586313,0.5573403911413686,-0.35924033157894764,2.0504243993937954,1.2530628354210525,1.2530628354210525,0.0,1.612303167,0.09770826
2019-08-05 15:00:00,3.128865719,2.6209738178586313,0.507891901141369,-0.18651008631578936,1.863914313078006,3.878064459684211,2.6209738178586313,1.2570906418255796,4.064574546,0.10465915
2019-08-05 16:00:00,3.552275181,2.6209738178586313,0.9313013631413689,0.23770006105263164,2.1016143741306377,3.340635031052632,2.6209738178586313,0.7196612131940006,3.10293497,0.11111678
2019-08-05 17:00:00,3.5682706829999997,2.6209738178586313,0.9472968651413685,0.4104804989473685,2.512094873078006,3.9930389969473685,2.6209738178586313,1.3720651790887373,3.582558498,0.12301188
2019-08-05 18:00:00,2.6209738178586313,2.6209738178586313,0.0,-0.5346230538330197,1.9774718192449865,3.1223908651669805,2.6209738178586313,0.5014170473083492,3.657013919,0.14139145
2019-08-05 19:00:00,2.6209738178586313,2.6209738178586313,0.0,-0.9803172243593354,0.9971545948856511,6.948416272640664,2.6209738178586313,4.327442454782032,7.928733497,0.15705714
2019-08-05 20:00:00,2.6209738178586317,2.6209738178586313,4.440892098500626e-16,-0.9971545948856511,0.0,1.9929183471143488,1.9929183471143488,0.0,2.990072942,0.12575372
2019-08-05 21:00:00,3.487063885,2.6209738178586313,0.8660900671413687,0.0,0.0,8.69189669,2.6209738178586313,6.070922872141368,8.69189669,0.11266645
2019-08-05 22:00:00,3.08922863,2.6209738178586313,0.46825481214136877,0.0,0.0,5.518804942,2.6209738178586313,2.897831124141369,5.518804942,0.09274067
2019-08-05 23:00:00,2.369238853,2.369238853,0.0,0.0,0.0,4.233449192,2.6209738178586313,1.6124753741413689,4.233449192,0.08434845
2019-08-06 00:00:00,1.831399798,1.831399798,0.0,0.0,0.0,3.448343999,2.6209738178586313,0.8273701811413687,3.448343999,0.08287587
2019-08-06 01:00:00,2.003309727,2.003309727,0.0,0.0,0.0,1.432305413,1.432305413,0.0,1.432305413,0.07891733
2019-08-06 02:00:00,2.6209738178586313,2.6209738178586313,0.0,1.8199443114301381,1.8199443114301381,2.3830949484301382,2.3830949484301382,0.0,0.563150637,0.07532671
2019-08-06 03:00:00,2.6209738178586313,2.6209738178586313,0.0,2.4044817293248752,4.224426040755013,2.4626980643248753,2.4626980643248753,0.0,0.058216335,0.07578995
2019-08-06 04:00:00,2.6209738178586313,2.6209738178586313,0.0,2.6083776430090855,6.832803683764098,2.6615985590090854,2.6209738178586313,0.04062474115045411,0.053220916,0.07579816
2019-08-06 05:00:00,-2.672669862575893,-2.672669862575893,0.0,-2.832803683764098,4.0,-1.581747022764098,-1.581747022764098,0.0,1.251056661,0.08018792
2019-08-06 06:00:00,-3.6087241949999997,-3.6087241949999997,0.0,-4.0,0.0,-3.999999,-3.999999,0.0,1e-06,0.09158533
2019-08-06 07:00:00,1.127157807,1.127157807,0.0,0.0,0.0,0.81312208,0.81312208,0.0,0.81312208,0.07775339
2019-08-06 08:00:00,2.6209738178586313,2.6209738178586313,0.0,0.8293040093248751,0.8293040093248751,2.9545155343248752,2.6209738178586313,0.333541716466244,2.125211525,0.07574894
2019-08-06 09:00:00,3.308659941565474,2.6209738178586313,0.6876861237068428,0.641865887963657,1.471169897288532,1.292531612963657,1.292531612963657,0.0,0.650665725,0.07438539
2019-08-06 10:00:00,4.235068321,2.6209738178586313,1.6140945031413687,1.578323715789474,3.049493613078006,5.159219159789474,2.6209738178586313,2.538245341930843,3.580895444,0.07530184
2019-08-06 11:00:00,4.081411361999999,2.6209738178586313,1.4604375441413677,0.9591383684210522,4.008631981499058,3.6647824514210523,2.6209738178586313,1.043808633562421,2.705644083,0.07868717
2019-08-06 12:00:00,3.648449898,2.6209738178586313,1.0274760801413687,0.3092713105263156,4.317903292025374,5.006485729526315,2.6209738178586313,2.385511911667684,4.697214419,0.08427477
2019-08-06 13:00:00,3.2127225399999997,2.6209738178586313,0.5917487221413684,-1.0761534536842108,3.241749838341163,3.444861517315789,2.6209738178586313,0.8238876994571576,4.521014971,0.09171194
2019-08-06 14:00:00,2.7784187790000003,2.6209738178586313,0.15744496114136908,-1.3715711399999995,1.8701786983411637,0.6887188060000007,0.6887188060000007,0.0,2.060289946,0.09660517
2019-08-06 15:00:00,2.6209738178586313,2.6209738178586313,0.0,-1.0815537685698615,0.7886249297713022,3.9572585324301386,2.6209738178586313,1.3362847145715073,5.038812301,0.10303217
2019-08-06 16:00:00,4.8109366971413685,2.6209738178586313,2.1899628792827373,1.6823306917277558,2.470955621499058,3.786724864727756,2.6209738178586313,1.1657510468691248,2.104394173,0.09999447
