Datetime,XGBModel_4 Hours Ahead (kW),XGBModel_8 Hours Ahead (kW),NBEATSModel_4 Hours Ahead (kW),NBEATSModel_8 Hours Ahead (kW),Actual load (kW),Actual load (kW)_4,Actual load (kW)_8,energy_prices_dol_kwh
8/19/2019 11:00,3.886777878,3.886777878,4.328316064,4.328316064,3.709222525,3.709222525,3.709222525,0.08757
8/19/2019 12:00,4.247397423,4.247397423,4.495227376,4.495227376,6.332022908,6.332022908,6.332022908,0.09551887
8/19/2019 13:00,5.355187416,3.888889551,5.109228585,4.316788501,5.067241451,5.067241451,5.067241451,0.11352745
8/19/2019 14:00,4.250844479,4.037096977,5.153785198,5.010474501,4.119592441,4.119592441,4.119592441,0.13103207
8/19/2019 15:00,4.03885746,3.881873846,4.296152506,4.60226867,3.173275701,3.173275701,3.173275701,0.14862697
8/19/2019 16:00,3.7729702,3.223963022,4.430419715,4.053466506,3.153283305,3.153283305,3.153283305,0.1557624
8/19/2019 17:00,3.695563793,3.695563793,3.530702398,3.530702398,2.023019864,2.023019864,2.023019864,0.19506601
8/19/2019 18:00,4.571225166,4.571225166,5.30523772,5.30523772,5.265846525,5.265846525,5.265846525,0.22104239
8/19/2019 19:00,5.077450752,5.077450752,5.493754959,5.493754959,8.23269276,8.23269276,8.23269276,0.25
8/19/2019 20:00,4.984257221,4.984257221,5.086785867,5.086785867,4.293626832,4.293626832,4.293626832,0.18156929
8/19/2019 21:00,4.392921925,4.671708107,3.994260574,4.810787091,4.513936725,4.513936725,4.513936725,0.14821487
8/19/2019 22:00,3.926030159,4.065428257,3.717092361,4.150290976,4.021196724,4.021196724,4.021196724,0.10732283
8/19/2019 23:00,2.591209173,2.620848656,2.581732629,2.972342682,3.550495865,3.550495865,3.550495865,0.1027617
8/20/2019 0:00,2.026830673,2.014820337,1.74499178,1.943794042,3.328435667,3.328435667,3.328435667,0.08628462
8/20/2019 1:00,1.946726084,1.946726084,1.738953664,1.738953664,2.255835411,2.255835411,2.255835411,0.08475039
8/20/2019 2:00,0.999476492,0.999476492,0.818505902,0.818505902,0.509117833,0.509117833,0.509117833,0.08244619
8/20/2019 3:00,0.321038723,0.321038723,0.435264222,0.435264222,0.747392026,0.747392026,0.747392026,0.08228306
8/20/2019 4:00,0.087565631,0.087565631,0.046361161,0.046361161,0.29015017,0.29015017,0.29015017,0.08263012
8/20/2019 5:00,0.026651366,0.145575002,0.007197635,0.021218599,0.048172556,0.048172556,0.048172556,0.08433924
8/20/2019 6:00,0.111938126,0.297977597,0.112730222,0.233839431,1.00E-06,1.00E-06,1.00E-06,0.09621044
8/20/2019 7:00,0.538477778,0.620739341,0.434331103,0.63147284,1.013764668,1.013764668,1.013764668,0.08339885
8/20/2019 8:00,1.356286883,1.621979952,1.158553726,1.310146121,1.917658008,1.917658008,1.917658008,0.07655935
8/20/2019 9:00,2.691368341,2.691368341,2.705021555,2.705021555,1.192706669,1.192706669,1.192706669,0.07405467
8/20/2019 10:00,3.714881659,3.714881659,4.80765659,4.80765659,1.297362332,1.297362332,1.297362332,0.07604189
8/20/2019 11:00,4.769948483,4.769948483,5.112065479,5.112065479,1.779944915,1.779944915,1.779944915,0.07909619
8/20/2019 12:00,4.283910751,4.283910751,5.194057616,5.194057616,1.182524584,1.182524584,1.182524584,0.08295076
8/20/2019 13:00,2.18008399,3.933571577,1.828984491,5.106268967,3.271430219,3.271430219,3.271430219,0.0882527
8/20/2019 14:00,2.744563818,3.761022091,2.822669879,4.996536251,2.392023168,2.392023168,2.392023168,0.09920638
8/20/2019 15:00,2.617657423,3.247357607,3.031192621,4.510254083,4.509723057,4.509723057,4.509723057,0.10449067
8/20/2019 16:00,2.827266216,3.233400822,3.023586126,3.700495735,3.915343689,3.915343689,3.915343689,0.11075997
8/20/2019 17:00,3.410955667,3.410955667,2.479489154,2.479489154,3.131491608,3.131491608,3.131491608,0.12613139
8/20/2019 18:00,3.346596718,3.346596718,2.849722546,2.849722546,0.972619417,0.972619417,0.972619417,0.14935973
8/20/2019 19:00,4.407428265,4.407428265,4.112697579,4.112697579,4.151943724,4.151943724,4.151943724,0.16392654
8/20/2019 20:00,4.835277557,4.835277557,4.481581411,4.481581411,4.295328061,4.295328061,4.295328061,0.134506
8/20/2019 21:00,4.448950291,4.493511677,3.918829808,4.412502003,4.864823077,4.864823077,4.864823077,0.12066781
8/20/2019 22:00,4.390787601,4.521089554,4.257655007,4.892462366,4.217443834,4.217443834,4.217443834,0.10041097
8/20/2019 23:00,3.782316685,4.057470322,3.693780561,3.4543215,3.293443807,3.293443807,3.293443807,0.09411362
8/21/2019 0:00,3.343229532,3.123425961,2.834155114,2.838340346,2.562483478,2.562483478,2.562483478,0.08491596
8/21/2019 1:00,1.980465531,1.980465531,1.68579355,1.68579355,1.112455836,1.112455836,1.112455836,0.08272778
8/21/2019 2:00,0.956283629,0.956283629,1.019114068,1.019114068,1.716528083,1.716528083,1.716528083,0.08328536
8/21/2019 3:00,0.580873847,0.580873847,0.537400945,0.537400945,0.301235975,0.301235975,0.301235975,0.08141377
8/21/2019 4:00,0.232379258,0.232379258,0.260316751,0.260316751,0.158213667,0.158213667,0.158213667,0.08166534
8/21/2019 5:00,0.014945544,0.046109024,0.004910975,0.025268111,1.00E-06,1.00E-06,1.00E-06,0.0829107
8/21/2019 6:00,0.045581698,0.057674255,0.044783469,0.052508719,0.005720554,0.005720554,0.005720554,0.08190916
8/21/2019 7:00,0.522467136,0.438845932,0.528979034,0.543469212,1.280181807,1.280181807,1.280181807,0.07509251
8/21/2019 8:00,1.501474738,1.632909894,1.489208639,1.506259684,1.994559524,1.994559524,1.994559524,0.06638343
8/21/2019 9:00,1.93539834,1.93539834,1.344136592,1.344136592,1.019276167,1.019276167,1.019276167,0.06316817
8/21/2019 10:00,1.786779404,1.786779404,1.846372486,1.846372486,1.77079244,1.77079244,1.77079244,0.06438216
8/21/2019 11:00,2.424072742,2.424072742,2.109578515,2.109578515,2.324731553,2.324731553,2.324731553,0.06917205
8/21/2019 12:00,2.737554073,2.737554073,2.526660346,2.526660346,2.241073689,2.241073689,2.241073689,0.07467918
8/21/2019 13:00,2.455872774,3.049893141,2.254626188,2.570290526,2.421942916,2.421942916,2.421942916,0.08169072
8/21/2019 14:00,2.90251112,3.180293083,2.841778755,3.058562834,2.385020004,2.385020004,2.385020004,0.0822764
8/21/2019 15:00,2.907215118,3.541201353,3.024348798,3.445363445,6.203252898,6.203252898,6.203252898,0.08670104
8/21/2019 16:00,2.989970207,3.04977107,2.844184252,3.329314872,2.629389137,2.629389137,2.629389137,0.08933277
8/21/2019 17:00,2.267606974,2.267606974,2.618328483,2.618328483,1.456588726,1.456588726,1.456588726,0.10049512
8/21/2019 18:00,2.867466688,2.867466688,2.882159144,2.882159144,2.862738999,2.862738999,2.862738999,0.11912882
8/21/2019 19:00,3.570054531,3.570054531,3.71910242,3.71910242,4.342620556,4.342620556,4.342620556,0.1351833
8/21/2019 20:00,4.175782681,4.175782681,4.118615971,4.118615971,2.20652873,2.20652873,2.20652873,0.11291369
8/21/2019 21:00,3.632743359,4.34526968,3.553904937,4.285244588,2.268633502,2.268633502,2.268633502,0.10328701
8/21/2019 22:00,3.709149361,4.365655899,4.068683925,4.895070412,3.372149666,3.372149666,3.372149666,0.09030823
8/21/2019 23:00,3.154109478,3.449783802,3.005179015,3.592695078,4.586825334,4.586825334,4.586825334,0.08699754
8/22/2019 0:00,2.622005463,2.578117847,2.48232361,2.85867266,2.168317332,2.168317332,2.168317332,0.08374986
8/22/2019 1:00,1.578241229,1.578241229,1.396249536,1.396249536,1.803248666,1.803248666,1.803248666,0.08426439
8/22/2019 2:00,1.325988054,1.325988054,0.998383605,0.998383605,0.930447054,0.930447054,0.930447054,0.08359721
8/22/2019 3:00,0.497754216,0.497754216,0.460303513,0.460303513,0.406111333,0.406111333,0.406111333,0.08289425
8/22/2019 4:00,0.132834896,0.132834896,0.216682874,0.216682874,0.071126139,0.071126139,0.071126139,0.08021251
8/22/2019 5:00,0.011669262,0.058451958,0.024198067,0.021027038,1.00E-06,1.00E-06,1.00E-06,0.08344176
8/22/2019 6:00,0.073330723,0.0741954,0.042197769,0.039723414,0.000320194,0.000320194,0.000320194,0.08499035
8/22/2019 7:00,0.707672596,0.737266958,0.35479676,0.334705309,1.582964309,1.582964309,1.582964309,0.07471931
8/22/2019 8:00,1.461278439,1.272831321,1.292472905,1.242821765,1.353430801,1.353430801,1.353430801,0.06203499
8/22/2019 9:00,1.37399888,1.37399888,1.192322873,1.192322873,1.684103246,1.684103246,1.684103246,0.0562741
8/22/2019 10:00,1.984455824,1.984455824,2.069862544,2.069862544,1.104861383,1.104861383,1.104861383,0.05873829
8/22/2019 11:00,2.491640806,2.491640806,2.383250067,2.383250067,1.743430999,1.743430999,1.743430999,0.06520385
8/22/2019 12:00,2.698168516,2.698168516,2.922905908,2.922905908,2.464286071,2.464286071,2.464286071,0.07249956
8/22/2019 13:00,2.553747177,2.877800941,1.968756662,2.485896912,5.7262687,5.7262687,5.7262687,0.07174882
8/22/2019 14:00,2.699086905,2.936060667,2.570106555,3.149128607,2.858489496,2.858489496,2.858489496,0.07755521
8/22/2019 15:00,3.00643158,2.930431366,2.776007864,3.347140738,3.438886248,3.438886248,3.438886248,0.08309858
8/22/2019 16:00,2.854809999,2.880850792,2.971104722,3.017773362,2.623611884,2.623611884,2.623611884,0.0887782
8/22/2019 17:00,2.568297386,2.568297386,2.442218115,2.442218115,2.662359252,2.662359252,2.662359252,0.09281525
8/22/2019 18:00,2.499296188,2.499296188,2.817029107,2.817029107,3.674999336,3.674999336,3.674999336,0.11456207
8/22/2019 19:00,3.239391088,3.239391088,3.652975445,3.652975445,3.770337032,3.770337032,3.770337032,0.12877046
8/22/2019 20:00,3.769673586,3.769673586,3.760788174,3.760788174,5.743672553,5.743672553,5.743672553,0.11326938
8/22/2019 21:00,4.321793556,3.359040976,4.380994284,3.634595057,3.18185964,3.18185964,3.18185964,0.10234944
8/22/2019 22:00,4.413125992,3.910268307,4.396291101,4.233336914,3.852337501,3.852337501,3.852337501,0.08664868
8/22/2019 23:00,3.672719955,3.069638252,3.378202207,3.272129586,4.11515523,4.11515523,4.11515523,0.08378559
8/23/2019 0:00,2.655652046,2.616999149,2.564462338,2.556592072,2.970918659,2.970918659,2.970918659,0.08161454
8/23/2019 1:00,2.027107477,2.027107477,1.729374408,1.729374408,1.310685837,1.310685837,1.310685837,0.08146265
8/23/2019 2:00,1.195660233,1.195660233,1.175605054,1.175605054,0.920317167,0.920317167,0.920317167,0.08002883
8/23/2019 3:00,0.363338858,0.363338858,0.529570001,0.529570001,0.843565168,0.843565168,0.843565168,0.07824198
8/23/2019 4:00,0.119348273,0.119348273,0.232145655,0.232145655,0.128865387,0.128865387,0.128865387,0.08012777
8/23/2019 5:00,0.012483863,0.059872456,0.009364372,0.022971494,0.184670474,0.184670474,0.184670474,0.08362546
8/23/2019 6:00,0.03580419,0.071177945,0.046170719,0.040254064,1.00E-06,1.00E-06,1.00E-06,0.09735836
8/23/2019 7:00,0.573126376,0.609946668,0.459173265,0.415595589,1.055960331,1.055960331,1.055960331,0.0827893
8/23/2019 8:00,1.538565278,1.650772095,1.472515411,1.264872223,2.185213525,2.185213525,2.185213525,0.07418036
8/23/2019 9:00,1.963433385,1.963433385,1.716101725,1.716101725,0.967862389,0.967862389,0.967862389,0.07946969
8/23/2019 10:00,1.953413367,1.953413367,2.159550147,2.159550147,1.342184442,1.342184442,1.342184442,0.07661104
8/23/2019 11:00,2.192445517,2.192445517,2.243439116,2.243439116,2.235485333,2.235485333,2.235485333,0.07915106
8/23/2019 12:00,2.935031414,2.935031414,2.925807311,2.925807311,2.997279385,2.997279385,2.997279385,0.08258902
8/23/2019 13:00,2.861368418,3.052344799,2.680523795,2.750254842,4.94894092,4.94894092,4.94894092,0.0840651
8/23/2019 14:00,3.222954273,3.10956955,3.288372819,3.382949649,2.977211268,2.977211268,2.977211268,0.08885554
8/23/2019 15:00,3.086190224,3.170799971,3.275497836,3.668070427,5.060788715,5.060788715,5.060788715,0.08847834
8/23/2019 16:00,3.024992704,2.938587666,3.142772398,3.521531439,4.03168903,4.03168903,4.03168903,0.09228209
8/23/2019 17:00,3.331877232,3.331877232,3.034728359,3.034728359,2.312589391,2.312589391,2.312589391,0.10685804
8/23/2019 18:00,3.252868414,3.252868414,3.277004289,3.277004289,1.721459333,1.721459333,1.721459333,0.1351509
8/23/2019 19:00,3.531908512,3.531908512,3.904605357,3.904605357,3.684007108,3.684007108,3.684007108,0.15053688
8/23/2019 20:00,4.726499081,4.726499081,4.478597329,4.478597329,2.045130109,2.045130109,2.045130109,0.12108631
8/23/2019 21:00,3.023275614,4.046918392,3.134463434,4.304709438,3.46797044,3.46797044,3.46797044,0.10457376
8/23/2019 22:00,3.761681557,4.174663067,3.919205523,4.739082647,4.187945471,4.187945471,4.187945471,0.08963344
8/23/2019 23:00,3.518835545,3.765412807,3.338756966,3.80720517,3.858269443,3.858269443,3.858269443,0.08437633
8/24/2019 0:00,3.062116861,2.941508532,2.841796958,2.948040308,2.402127056,2.402127056,2.402127056,0.08836284
8/24/2019 1:00,1.733130693,1.733130693,1.665707813,1.665707813,1.791153583,1.791153583,1.791153583,0.0837772
8/24/2019 2:00,0.92201364,0.92201364,1.071838698,1.071838698,0.856288471,0.856288471,0.856288471,0.08314048
8/24/2019 3:00,0.778098881,0.778098881,0.56450459,0.56450459,0.439888059,0.439888059,0.439888059,0.08233695
8/24/2019 4:00,0.173464075,0.173464075,0.262988756,0.262988756,0.312522918,0.312522918,0.312522918,0.08349482
8/24/2019 5:00,0.045325469,0.056292396,0.030021865,0.04243625,0.115424225,0.115424225,0.115424225,0.08607414
8/24/2019 6:00,0.037917756,0.069343001,0.023511379,0.052381009,1.00E-06,1.00E-06,1.00E-06,0.10122627
8/24/2019 7:00,0.435788691,0.505103052,0.20393338,0.323273566,0.583254004,0.583254004,0.583254004,0.08519875
8/24/2019 8:00,1.623660803,1.584102869,1.130872449,1.170818982,0.513696165,0.513696165,0.513696165,0.07781895
8/24/2019 9:00,1.292776823,1.292776823,1.056634434,1.056634434,2.829083228,2.829083228,2.829083228,0.07531532
8/24/2019 10:00,1.594449997,1.594449997,1.780523844,1.780523844,3.150581998,3.150581998,3.150581998,0.07608432
8/24/2019 11:00,2.322716951,2.322716951,2.022328919,2.022328919,4.833522024,4.833522024,4.833522024,0.08027508
8/24/2019 12:00,2.990868807,2.990868807,2.767252931,2.767252931,6.646432976,6.646432976,6.646432976,0.08436205
8/24/2019 13:00,5.209252357,3.282191038,4.348291139,2.769104286,5.021049074,5.021049074,5.021049074,0.0897173
8/24/2019 14:00,4.073423386,3.43331027,4.461199055,3.221981968,4.61826878,4.61826878,4.61826878,0.09488979
8/24/2019 15:00,3.668609381,3.21350956,4.075880748,3.239726697,2.682595167,2.682595167,2.682595167,0.10831128
8/24/2019 16:00,3.343359709,2.984643459,3.79497462,3.026294027,3.673666886,3.673666886,3.673666886,0.11081897
8/24/2019 17:00,3.281255245,3.281255245,3.20774966,3.20774966,3.638681745,3.638681745,3.638681745,0.12667865
8/24/2019 18:00,3.183730602,3.183730602,3.829932386,3.829932386,2.739337022,2.739337022,2.739337022,0.15640607
8/24/2019 19:00,3.978745222,3.978745222,4.776126081,4.776126081,2.185239001,2.185239001,2.185239001,0.16535635
8/24/2019 20:00,3.856431007,3.856431007,5.009462415,5.009462415,3.031038165,3.031038165,3.031038165,0.12982034
8/24/2019 21:00,3.704253674,4.049738407,3.414145052,4.308204888,3.498911585,3.498911585,3.498911585,0.11741139
8/24/2019 22:00,3.564410686,3.8555336,4.058122419,4.480541491,3.018546223,3.018546223,3.018546223,0.10153529
8/24/2019 23:00,3.435065508,3.37736249,3.163004683,3.685955304,3.109605252,3.109605252,3.109605252,0.09655725
8/25/2019 0:00,2.534885406,2.521664858,2.480744297,2.828980842,3.001295131,3.001295131,3.001295131,0.09328288
8/25/2019 1:00,2.022289753,2.022289753,1.694534288,1.694534288,1.817684552,1.817684552,1.817684552,0.08814985
8/25/2019 2:00,1.087616444,1.087616444,1.02406839,1.02406839,1.191318638,1.191318638,1.191318638,0.08704985
8/25/2019 3:00,0.441220343,0.441220343,0.490355075,0.490355075,0.352190276,0.352190276,0.352190276,0.08644262
8/25/2019 4:00,0.180620015,0.180620015,0.288536331,0.288536331,0.550854027,0.550854027,0.550854027,0.08687104
8/25/2019 5:00,0.115996122,0.094162188,0.070686518,0.068327298,0.280757301,0.280757301,0.280757301,0.0889631
8/25/2019 6:00,0.032770481,0.051717967,0.020063137,0.04653283,0.154723499,0.154723499,0.154723499,0.10950144
8/25/2019 7:00,0.404112369,0.287229717,0.107222112,0.169201007,1.00E-06,1.00E-06,1.00E-06,0.09075545
8/25/2019 8:00,0.699504018,1.079657793,0.644431241,0.673400332,0.555095555,0.555095555,0.555095555,0.08415605
8/25/2019 9:00,1.751942515,1.751942515,1.581847468,1.581847468,0.798367721,0.798367721,0.798367721,0.08011973
8/25/2019 10:00,2.690447807,2.690447807,3.030995338,3.030995338,3.53185161,3.53185161,3.53185161,0.08078638
8/25/2019 11:00,3.525259256,3.525259256,3.782166078,3.782166078,5.405969339,5.405969339,5.405969339,0.08316692
8/25/2019 12:00,4.141889572,4.141889572,4.983335487,4.983335487,3.9255265,3.9255265,3.9255265,0.08760619
8/25/2019 13:00,4.017897606,3.9753263,4.047862787,4.59000446,5.063370025,5.063370025,5.063370025,0.09856034
8/25/2019 14:00,4.148602009,3.888165474,4.230906763,4.438146131,4.725034974,4.725034974,4.725034974,0.10542345
8/25/2019 15:00,3.699239731,3.615247488,3.585468538,3.705463802,4.686101919,4.686101919,4.686101919,0.11202971
8/25/2019 16:00,3.558013916,3.497179985,3.354924786,3.492180914,3.405168805,3.405168805,3.405168805,0.12379355
8/25/2019 17:00,3.585622787,3.585622787,3.189835949,3.189835949,2.970570441,2.970570441,2.970570441,0.1376216
8/25/2019 18:00,3.293232203,3.293232203,3.679706987,3.679706987,3.745738662,3.745738662,3.745738662,0.16114641
8/25/2019 19:00,3.775608063,3.775608063,4.144361575,4.144361575,5.690940998,5.690940998,5.690940998,0.17460965
8/25/2019 20:00,3.970709085,3.970709085,5.100395156,5.100395156,4.679190225,4.679190225,4.679190225,0.14031038
8/25/2019 21:00,4.22332859,4.538581848,4.111910797,4.634775172,5.272945059,5.272945059,5.272945059,0.1267297
8/25/2019 22:00,4.036855221,3.720886946,4.314811836,4.2331782,5.754221467,5.754221467,5.754221467,0.10172548
8/25/2019 23:00,3.117489338,3.138916492,3.21643951,3.831932404,4.991798922,4.991798922,4.991798922,0.0973285
8/26/2019 0:00,2.567810297,2.679232121,2.545985918,3.01141354,4.170425226,4.170425226,4.170425226,0.09641051
8/26/2019 1:00,2.309383869,2.309383869,2.390564816,2.390564816,2.384482557,2.384482557,2.384482557,0.08977366
8/26/2019 2:00,1.408552647,1.408552647,1.541089049,1.541089049,0.545077421,0.545077421,0.545077421,0.08715927
8/26/2019 3:00,0.726059139,0.726059139,0.726676894,0.726676894,0.486343252,0.486343252,0.486343252,0.08508753
8/26/2019 4:00,0.26148501,0.26148501,0.317149745,0.317149745,0.188165084,0.188165084,0.188165084,0.08657489
8/26/2019 5:00,0.040716298,0.128530741,0.023916711,0.112179736,1.00E-06,1.00E-06,1.00E-06,0.09054167
8/26/2019 6:00,0.054822177,0.072287545,0.053799126,0.088149024,0.34563228,0.34563228,0.34563228,0.11035087
8/26/2019 7:00,0.247864366,0.275402844,0.155113325,0.119692114,1.665027635,1.665027635,1.665027635,0.0887867
8/26/2019 8:00,1.457239389,0.922506869,1.028154843,0.509192912,3.00956589,3.00956589,3.00956589,0.07990342
8/26/2019 9:00,2.147364378,2.147364378,1.912864356,1.912864356,2.693284781,2.693284781,2.693284781,0.07739776
8/26/2019 10:00,2.897296906,2.897296906,2.340636116,2.340636116,4.213999554,4.213999554,4.213999554,0.07702646
8/26/2019 11:00,2.854087114,2.854087114,2.459853316,2.459853316,3.702827148,3.702827148,3.702827148,0.08064737
8/26/2019 12:00,3.33027792,3.33027792,3.014570407,3.014570407,2.332573081,2.332573081,2.332573081,0.08821803
8/26/2019 13:00,2.881781816,3.231005907,2.63985084,3.076660643,4.154683689,4.154683689,4.154683689,0.09561031
8/26/2019 14:00,3.281802416,3.326756239,3.522004962,3.658433025,5.559920912,5.559920912,5.559920912,0.10449791
8/26/2019 15:00,3.169028759,3.473613262,3.623054482,4.020174102,4.855671754,4.855671754,4.855671754,0.11710275
8/26/2019 16:00,3.197599173,2.994258642,3.947645322,3.676002862,3.067508949,3.067508949,3.067508949,0.12528643
8/26/2019 17:00,3.232316256,3.232316256,3.012965806,3.012965806,2.399057473,2.399057473,2.399057473,0.12925237
8/26/2019 18:00,3.707917452,3.707917452,3.874709589,3.874709589,3.640228954,3.640228954,3.640228954,0.15692903
8/26/2019 19:00,4.161405563,4.161405563,5.056939983,5.056939983,2.720454112,2.720454112,2.720454112,0.17595786
8/26/2019 20:00,3.990143299,3.990143299,6.253931122,6.253931122,5.560727334,5.560727334,5.560727334,0.14146548
8/26/2019 21:00,4.526467323,4.581518173,5.630297527,5.903211077,3.575634672,3.575634672,3.575634672,0.12428657
8/26/2019 22:00,4.092780113,4.551741123,5.872899863,5.742792999,4.728246445,4.728246445,4.728246445,0.09761717
8/26/2019 23:00,3.734281778,3.944503307,4.30757446,4.590134364,3.029930612,3.029930612,3.029930612,0.09042531
8/27/2019 0:00,3.017843485,2.865174055,3.090286488,3.373874548,3.70241207,3.70241207,3.70241207,0.08295024
8/27/2019 1:00,2.128952265,2.128952265,2.02117944,2.02117944,1.666596913,1.666596913,1.666596913,0.0807373
8/27/2019 2:00,1.023708224,1.023708224,1.330630565,1.330630565,0.800418333,0.800418333,0.800418333,0.07934805
8/27/2019 3:00,0.372576565,0.372576565,0.592283061,0.592283061,0.359880136,0.359880136,0.359880136,0.07899585
8/27/2019 4:00,0.156995192,0.156995192,0.192912257,0.192912257,0.318504749,0.318504749,0.318504749,0.08029036
8/27/2019 5:00,0.031275138,0.067790493,0.019719944,0.024130503,0.02693447,0.02693447,0.02693447,0.08479817
8/27/2019 6:00,0.060433939,0.09943822,0.067149767,0.098622777,1.00E-06,1.00E-06,1.00E-06,0.09331214
8/27/2019 7:00,0.662253141,0.651380777,0.468607123,0.634930319,1.89702972,1.89702972,1.89702972,0.0834278
8/27/2019 8:00,1.816508532,1.723433375,1.649010939,1.458920372,2.277826913,2.277826913,2.277826913,0.07440357
8/27/2019 9:00,2.41974926,2.41974926,1.848200181,1.848200181,0.923011279,0.923011279,0.923011279,0.06920783
8/27/2019 10:00,3.047404051,3.047404051,2.552714913,2.552714913,1.944548142,1.944548142,1.944548142,0.07083651
8/27/2019 11:00,3.113884687,3.113884687,2.545637107,2.545637107,2.835213533,2.835213533,2.835213533,0.07199417
8/27/2019 12:00,3.393025875,3.393025875,3.228149316,3.228149316,4.049948335,4.049948335,4.049948335,0.077619
8/27/2019 13:00,3.339620352,3.680279732,3.087930807,3.161306812,2.902134969,2.902134969,2.902134969,0.08076199
8/27/2019 14:00,3.514758825,3.230444908,3.846183354,3.498603006,1.59620086,1.59620086,1.59620086,0.08460516
8/27/2019 15:00,3.467614889,3.259412527,3.755816728,3.903379016,2.617417464,2.617417464,2.617417464,0.08622795
8/27/2019 16:00,3.126819134,3.186098099,3.254921839,3.371685095,3.632334331,3.632334331,3.632334331,0.09167322
8/27/2019 17:00,3.229824543,3.229824543,2.693773511,2.693773511,1.170801775,1.170801775,1.170801775,0.10344471
8/27/2019 18:00,3.162937641,3.162937641,3.124678639,3.124678639,1.353105678,1.353105678,1.353105678,0.13091719
8/27/2019 19:00,3.553760052,3.553760052,3.88046248,3.88046248,2.776993387,2.776993387,2.776993387,0.13930258
8/27/2019 20:00,4.181426048,4.181426048,4.19618253,4.19618253,4.449207025,4.449207025,4.449207025,0.11689392
8/27/2019 21:00,3.972813129,3.933839798,4.363821293,4.567171974,3.678071362,3.678071362,3.678071362,0.10799828
8/27/2019 22:00,3.866162777,3.788611174,4.528877172,4.668393469,3.67016983,3.67016983,3.67016983,0.08936149
8/27/2019 23:00,3.279922485,3.350453377,3.326925888,3.562137607,3.001851081,3.001851081,3.001851081,0.085865
8/28/2019 0:00,2.949259996,2.921515703,2.641828652,2.746135581,2.77545692,2.77545692,2.77545692,0.08480389
8/28/2019 1:00,1.942966342,1.942966342,1.473662916,1.473662916,2.703423029,2.703423029,2.703423029,0.0818458
8/28/2019 2:00,1.157033443,1.157033443,0.905879388,0.905879388,1.124999362,1.124999362,1.124999362,0.08327805
8/28/2019 3:00,0.412784219,0.412784219,0.425723008,0.425723008,0.351634303,0.351634303,0.351634303,0.07973956
8/28/2019 4:00,0.153286129,0.153286129,0.181786115,0.181786115,0.114180138,0.114180138,0.114180138,0.07950264
8/28/2019 5:00,0.015125787,0.043368675,0.014583972,0.015683872,1.00E-06,1.00E-06,1.00E-06,0.0824626
8/28/2019 6:00,0.043857776,0.059828885,0.044070772,0.04516493,0.047826303,0.047826303,0.047826303,0.09138226
8/28/2019 7:00,0.497490585,0.731495202,0.600166,0.598263803,1.928764498,1.928764498,1.928764498,0.07781475
8/28/2019 8:00,2.064444304,1.990101576,1.659440163,1.756869661,2.066422615,2.066422615,2.066422615,0.06383784
8/28/2019 9:00,1.830398321,1.830398321,1.331559489,1.331559489,1.319102914,1.319102914,1.319102914,0.05769585
8/28/2019 10:00,2.120132208,2.120132208,1.89405462,1.89405462,2.097199714,2.097199714,2.097199714,0.05901475
8/28/2019 11:00,2.30901885,2.30901885,2.304277153,2.304277153,0.857264218,0.857264218,0.857264218,0.06173021
8/28/2019 12:00,2.958425283,2.958425283,2.763408288,2.763408288,0.731645601,0.731645601,0.731645601,0.06710481
8/28/2019 13:00,1.844205022,2.989602089,1.116690265,2.624768695,1.214571004,1.214571004,1.214571004,0.07140331
8/28/2019 14:00,1.749096036,2.703211069,1.975656391,3.363595638,1.259362233,1.259362233,1.259362233,0.07466268
8/28/2019 15:00,2.330931425,2.835637808,2.664869044,3.564415712,4.597468306,4.597468306,4.597468306,0.07967446
8/28/2019 16:00,2.970699549,3.066435575,2.874956495,3.415248529,7.288477777,7.288477777,7.288477777,0.07996909
8/28/2019 17:00,3.39097929,3.39097929,3.289196338,3.289196338,5.845820335,5.845820335,5.845820335,0.09169311
8/28/2019 18:00,2.877471447,2.877471447,2.760083335,2.760083335,3.285249803,3.285249803,3.285249803,0.11814555
8/28/2019 19:00,3.483715773,3.483715773,3.161802186,3.161802186,5.487549556,5.487549556,5.487549556,0.13435634
8/28/2019 20:00,3.866767406,3.866767406,4.021130114,4.021130114,4.765500948,4.765500948,4.765500948,0.11542143
8/28/2019 21:00,4.286664486,3.654318571,4.558580457,4.327640791,4.103364545,4.103364545,4.103364545,0.10620616
8/28/2019 22:00,3.871277332,3.941193819,4.333387086,4.886230063,3.980080615,3.980080615,3.980080615,0.08847108
8/28/2019 23:00,3.587211132,3.526619196,3.667161665,3.450283249,4.768868978,4.768868978,4.768868978,0.08300755
8/29/2019 0:00,2.698083401,2.793086052,2.696898943,2.896934629,2.882661438,2.882661438,2.882661438,0.08555792
8/29/2019 1:00,2.255879879,2.255879879,2.015074342,2.015074342,1.969527028,1.969527028,1.969527028,0.08238928
8/29/2019 2:00,1.150235891,1.150235891,1.168588732,1.168588732,1.12915817,1.12915817,1.12915817,0.08303517
8/29/2019 3:00,0.588795245,0.588795245,0.539795311,0.539795311,0.3845332,0.3845332,0.3845332,0.0825973
8/29/2019 4:00,0.185894132,0.185894132,0.174762585,0.174762585,1.00E-06,1.00E-06,1.00E-06,0.08307652
